id,ip,lokasi,url,user_agent,created_at
82,10.107.3.42,"{""query"": ""10.107.3.42"", ""status"": ""fail"", ""message"": ""private range""}",http://manajemenaset.pu.go.id/admin/dashboard/chart/peminjaman-barang-bulanan,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",2025-05-05 12:03:14
83,10.107.3.42,"{""query"": ""10.107.3.42"", ""status"": ""fail"", ""message"": ""private range""}",http://manajemenaset.pu.go.id/admin/dashboard/chart/pengembalian-bulanan,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",2025-05-05 12:03:14
84,10.107.3.42,"{""query"": ""10.107.3.42"", ""status"": ""fail"", ""message"": ""private range""}",http://manajemenaset.pu.go.id/mainpage/getStatistikKendaraanAPI,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",2025-05-05 12:03:15
85,10.107.3.42,"{""query"": ""10.107.3.42"", ""status"": ""fail"", ""message"": ""private range""}",http://manajemenaset.pu.go.id/admin/pemeliharaan-rutin/get-kendaraan,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",2025-05-05 12:03:15
86,10.107.3.42,"{""query"": ""10.107.3.42"", ""status"": ""fail"", ""message"": ""private range""}",http://manajemenaset.pu.go.id/mainpage/getStatistikRuanganAPI,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",2025-05-05 12:03:15
87,10.107.3.42,"{""query"": ""10.107.3.42"", ""status"": ""fail"", ""message"": ""private range""}",http://manajemenaset.pu.go.id/mainpage,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",2025-05-05 12:03:15
88,10.107.3.42,"{""query"": ""10.107.3.42"", ""status"": ""fail"", ""message"": ""private range""}",http://manajemenaset.pu.go.id/admin/dashboard/chart/peminjaman-barang-bulanan,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",2025-05-05 12:03:15
89,10.107.3.42,"{""query"": ""10.107.3.42"", ""status"": ""fail"", ""message"": ""private range""}",http://manajemenaset.pu.go.id/mainpage/getStatistikRuanganAPI,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",2025-05-05 12:03:17
90,10.107.3.42,"{""query"": ""10.107.3.42"", ""status"": ""fail"", ""message"": ""private range""}",http://manajemenaset.pu.go.id/mainpage/getStatistikKendaraanAPI,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",2025-05-05 12:03:17
91,10.107.3.42,"{""query"": ""10.107.3.42"", ""status"": ""fail"", ""message"": ""private range""}",http://manajemenaset.pu.go.id/logout,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",2025-05-05 13:04:37
92,10.107.3.42,"{""query"": ""10.107.3.42"", ""status"": ""fail"", ""message"": ""private range""}",http://manajemenaset.pu.go.id/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",2025-05-05 13:04:38
93,10.107.3.42,"{""query"": ""10.107.3.42"", ""status"": ""fail"", ""message"": ""private range""}",http://manajemenaset.pu.go.id/logout,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",2025-05-05 13:04:39
94,10.107.3.42,"{""query"": ""10.107.3.42"", ""status"": ""fail"", ""message"": ""private range""}",http://manajemenaset.pu.go.id/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",2025-05-05 13:04:39
95,10.107.3.42,"{""query"": ""10.107.3.42"", ""status"": ""fail"", ""message"": ""private range""}",http://manajemenaset.pu.go.id/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",2025-05-05 13:04:43
96,10.107.3.42,"{""query"": ""10.107.3.42"", ""status"": ""fail"", ""message"": ""private range""}",http://manajemenaset.pu.go.id/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",2025-05-05 13:04:50
97,10.107.3.42,"{""query"": ""10.107.3.42"", ""status"": ""fail"", ""message"": ""private range""}",http://manajemenaset.pu.go.id/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",2025-05-05 13:04:51
98,10.107.3.42,"{""query"": ""10.107.3.42"", ""status"": ""fail"", ""message"": ""private range""}",http://manajemenaset.pu.go.id/mainpage,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",2025-05-05 13:04:52
99,10.107.3.42,"{""query"": ""10.107.3.42"", ""status"": ""fail"", ""message"": ""private range""}",http://manajemenaset.pu.go.id/mainpage/getStatistikRuanganAPI,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",2025-05-05 13:04:53
100,10.107.3.42,"{""query"": ""10.107.3.42"", ""status"": ""fail"", ""message"": ""private range""}",http://manajemenaset.pu.go.id/mainpage/getStatistikKendaraanAPI,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",2025-05-05 13:04:53
101,10.107.3.42,"{""query"": ""10.107.3.42"", ""status"": ""fail"", ""message"": ""private range""}",http://manajemenaset.pu.go.id/user/barang,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",2025-05-05 13:05:14
102,10.107.3.42,"{""query"": ""10.107.3.42"", ""status"": ""fail"", ""message"": ""private range""}",http://manajemenaset.pu.go.id/mainpage/getStatistikKendaraanAPI,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",2025-05-05 13:05:15
103,10.107.3.42,"{""query"": ""10.107.3.42"", ""status"": ""fail"", ""message"": ""private range""}",http://manajemenaset.pu.go.id/mainpage/getStatistikRuanganAPI,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",2025-05-05 13:05:15
104,10.107.3.42,"{""query"": ""10.107.3.42"", ""status"": ""fail"", ""message"": ""private range""}",http://manajemenaset.pu.go.id/user/profile,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",2025-05-05 13:05:37
105,10.107.3.42,"{""query"": ""10.107.3.42"", ""status"": ""fail"", ""message"": ""private range""}",http://manajemenaset.pu.go.id/mainpage/getStatistikKendaraanAPI,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",2025-05-05 13:05:39
106,10.107.3.42,"{""query"": ""10.107.3.42"", ""status"": ""fail"", ""message"": ""private range""}",http://manajemenaset.pu.go.id/mainpage/getStatistikRuanganAPI,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",2025-05-05 13:05:39
107,10.107.3.42,"{""query"": ""10.107.3.42"", ""status"": ""fail"", ""message"": ""private range""}",http://manajemenaset.pu.go.id/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",2025-05-05 13:09:09
